iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;medoid_0;medoid_1;medoid_2;medoid_3;cluster_size_0;cluster_size_1;cluster_size_2;cluster_size_3;iem;optimization;clustering;repetition
0;0.11408519359808582;0.1486707537952537;0.1253000809216158;0.11326817393468144;0.088067694135561;0.13426592896451614;0.09096390915257357;0.18537826549771252;536871040;44023547906;2415919104;29551370736;65;217;66;354;;;;random_0
1;0.32429386405129795;0.004157040430867142;0.0014156520110912357;0.10095164322477827;0.02919755662595877;0.35921252053944347;0.04187065942688594;0.13890106368967722;1610743936;61275060226;2415919104;63961446754;130;215;115;242;-7.789744271186346;0.078125;0.03125;random_0
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;1610743936;61208528898;2415919104;63961446754;132;190;114;266;-7.858899853077578;0.09375;0.046875;random_0
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;1610743936;61208528898;2415919104;63961446754;129;191;114;268;-7.877476247886774;0.078125;0.046875;random_0
4;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;1610743936;61208528898;2415919104;63961446754;129;191;114;268;-7.875848137074347;0.09375;;random_0
0;0.2230943142573634;0.08876925228049985;0.18328959226317257;0.12244267836512651;0.13150607973995737;0.21428175474110944;0.016445318155662837;0.020171010197108017;1610743936;68264110578;11811291170;52626597888;109;223;206;164;;;;random_1
1;0.3185978616200468;0.0399253692728866;0.07682932231412168;0.20500689188455026;0.19099429936681292;0.12665723020531697;0.02933711933047395;0.012651906005790876;1610743936;68264110578;11811303458;52626597888;114;216;235;137;-7.771438298578722;0.078125;0.046875;random_1
2;0.27002795685226705;0.14532099445965768;0.0831791085664718;0.41170311013635125;0.0045732289880018;0.013170908603486808;0.068584978332819;0.0034397140609446495;1610743936;63961446754;11811303458;55041992704;130;226;161;185;-7.780557119136137;0.078125;0.046875;random_1
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;1610743936;63961446754;9663815682;2415919136;176;285;163;78;-7.853976616386914;0.09375;0.046875;random_1
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;1610743936;63961446754;9663815682;2415919136;176;286;162;78;-7.905092330027583;0.078125;0.046875;random_1
5;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;1610743936;63961446754;9663815682;2415919136;176;286;162;78;-7.906145225832012;0.09375;;random_1
0;0.10822950194210952;0.14099952599637086;0.021833392552064484;0.23569143729881853;0.19284980200941512;0.09032859058704758;0.17809393668812418;0.031973812926049804;536871040;44023547906;29608276210;1073872896;44;211;336;111;;;;random_10
1;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;1610743936;44023547906;29608276210;1073881088;92;209;336;65;-7.769511010845638;0.09375;0.03125;random_10
2;0.23305217935049427;0.24520217241991435;0.013850355910538516;0.23175226723291628;0.10393040132183767;0.15078164055193224;0.014373299585556198;0.007057683626810569;1610743936;44023547906;29608276210;1073881088;90;219;331;62;-7.807956693046499;0.078125;0.046875;random_10
3;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;1610743936;44023547906;29608276210;1073881088;92;209;336;65;-7.804567731090235;0.078125;0.046875;random_10
4;0.23305217935049427;0.24520217241991435;0.013850355910538516;0.23175226723291628;0.10393040132183767;0.15078164055193224;0.014373299585556198;0.007057683626810569;1610743936;44023547906;29608276210;1073881088;90;219;331;62;-7.807956693046499;0.09375;0.046875;random_10
5;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;1610743936;44023547906;29608276210;1073881088;92;209;336;65;-7.804567731090235;0.09375;;random_10
0;0.009322162219970603;0.14911270249531897;0.0951737754178372;0.08797196308702855;0.18865973877286468;0.16527333083460805;0.22245139665832375;0.08203493051404832;536871040;10737418274;64180861378;11878269024;39;82;443;138;;;;random_100
1;0.277472270932198;0.2356786096780839;0.02006069748018088;0.09096082749686878;0.042553859091933474;0.26530917524747444;0.0014064691442994433;0.06655809092896117;1610743936;10737418274;64180861378;28995616866;172;55;270;205;-7.71892469000395;0.09375;0.046875;random_100
2;0.2664326595730194;0.12635084407835562;0.06750498464687603;0.0905286547864025;0.11824936493897766;0.27265198372452;0.049504591565592365;0.008776916686256542;1610743936;10737418274;64180861378;29608276210;170;65;249;218;-7.779503427928756;0.09375;0.03125;random_100
3;0.2664326595730194;0.12635084407835562;0.06750498464687603;0.0905286547864025;0.11824936493897766;0.27265198372452;0.049504591565592365;0.008776916686256542;1610743936;10737418274;64180861378;29608276210;170;65;249;218;-7.788484580303471;0.09375;0.03125;random_100
