iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;medoid_0;medoid_1;medoid_2;medoid_3;cluster_size_0;cluster_size_1;cluster_size_2;cluster_size_3;iem;optimization;clustering;repetition
0;0.11408519359808582;0.1486707537952537;0.1253000809216158;0.11326817393468144;0.088067694135561;0.13426592896451614;0.09096390915257357;0.18537826549771252;536871040;53221656704;3221356576;10202775554;39;274;184;222;;;;random_0
1;0.31068036941366917;0.002486662303246455;0.03670096369096367;0.17181874792246485;0.03870446543718069;0.06513362246299155;0.002488741709809929;0.37198642705967355;536871040;53221656704;3221356576;29542588706;49;146;186;338;-7.759734201848341;0.109375;0.0625;random_0
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;53221656704;3221356576;29878792482;40;182;135;362;-7.777383894917502;0.125;0.0625;random_0
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;53221656704;3221356576;29878792482;40;181;135;363;-7.8250554978093625;0.109375;0.0625;random_0
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;53221656704;3221356576;29878792482;40;181;135;363;-7.82464187914638;0.140625;;random_0
0;0.2230943142573634;0.08876925228049985;0.18328959226317257;0.12244267836512651;0.13150607973995737;0.21428175474110944;0.016445318155662837;0.020171010197108017;536871040;53221656704;3296866336;9663815682;41;268;242;168;;;;random_1
1;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;52626073600;3296866336;9663815682;67;160;227;265;-7.809262165885975;0.140625;0.046875;random_1
2;0.34884434049438995;0.00273272513097807;0.06775407423558436;0.38042746609519695;0.011189118644623321;0.09961849730817919;0.034426194101241654;0.05500758398980671;536871040;52626073600;3221356576;29878792482;60;158;134;367;-7.804493408421514;0.109375;0.0625;random_1
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;52626073600;3221356576;29878792482;89;151;104;375;-7.833142559497086;0.125;0.0625;random_1
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;52626073600;3221356576;29878792482;89;151;104;375;-7.835761390867953;0.140625;;random_1
0;0.10822950194210952;0.14099952599637086;0.021833392552064484;0.23569143729881853;0.19284980200941512;0.09032859058704758;0.17809393668812418;0.031973812926049804;536871040;12417380386;20401234208;53959723008;38;348;216;117;;;;random_10
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;29878792482;1073881088;36507224096;95;419;139;66;-7.794097537449857;0.125;0.0625;random_10
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;29878792482;1073881088;36507224096;95;419;139;66;-7.845604819764468;0.125;0.046875;random_10
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;29878792482;1073881088;36507224096;95;419;139;66;-7.845604819764468;0.109375;;random_10
0;0.15108994594523184;0.24378534003112792;0.0835712452060656;0.17508396875411358;0.03457496843894646;0.1879164807572236;0.07592085597706041;0.04805719489023067;536871040;44023560194;1073881088;29627461874;45;220;93;361;;;;random_11
1;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;44023560194;1073881088;29534327010;64;198;79;378;-7.804605771151439;0.125;0.0625;random_11
2;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;44023560194;1073881088;29534327010;64;198;79;378;-7.829244457279851;0.140625;0.046875;random_11
3;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;44023560194;1073881088;29534327010;64;198;79;378;-7.829244457279851;0.125;;random_11
0;0.1435609441755931;0.004921730015495125;0.20289989563132566;0.001149313093622308;0.16590935378399868;0.06608993129700884;0.17995365780355352;0.23551517419940277;536871040;53217331472;26847871040;11811299362;99;156;213;251;;;;random_12
1;0.24590384982219124;0.0009839941932273;0.27501065474324526;0.06708940152351915;0.07361560890025715;0.02320510488281599;0.017111803832525207;0.29707958210221874;1677860992;63970443250;18257944576;11811299362;113;278;137;191;-7.74037439371712;0.125;0.0625;random_12
2;0.3451814492359416;0.10758085226197704;0.04049700245071304;0.1870806626203993;0.0072962676582273315;0.005737246263242352;0.05633147253511224;0.2502950469743872;1677860992;63902464114;18257944576;11811299362;115;298;133;173;-7.77193596698434;0.140625;0.046875;random_12
3;0.24265488072094357;0.04774158604080464;0.12974322700013724;0.165487103809149;0.047542452493914734;0.0021567508552906506;0.0256253964842772;0.33904860259548303;1677860992;63902464114;18257944576;11811299362;125;277;149;168;-7.799624731931203;0.125;0.0625;random_12
4;0.2141875990279326;0.14140163163174538;0.04634367787947426;0.10831711571244376;0.05335031274434084;0.00656554995798805;0.03182409513900542;0.3980100179070696;1677860992;63902464114;18257944576;11811299362;135;292;129;163;-7.816573070071566;0.125;0.078125;random_12
5;0.28285602862283515;0.2537776207989907;0.0451233842292053;0.02450298610495382;0.05022252087045374;0.006392669873997028;0.004814088301972496;0.3323107011975916;1677860992;63902464114;18257944576;11811299362;140;319;133;127;-7.830389470891644;0.140625;0.0625;random_12
6;0.204010366811844;0.2987667435432591;0.03065162719019198;0.08078032796635412;0.016787901371500866;0.042166449379253054;0.01703437799657975;0.3098022057410172;1677860992;63902464114;1073881088;11811299362;135;337;60;187;-7.821516190460492;0.125;0.046875;random_12
7;0.22731867997325075;0.21778282490020726;0.0233660952490885;0.051560957778979975;0.16741693497194463;0.09283113520877237;0.015945684424607864;0.2037776874931487;1677860992;63902464114;1073881088;11811299362;131;340;63;185;-7.823704100269939;0.125;0.0625;random_12
8;0.2728906132536246;0.22574134141881513;0.007850845711535324;0.09366291420121786;0.1901890432000778;0.030496471033815854;0.017465535814759247;0.1617032353661542;1677860992;63902464114;1073881088;11811299362;118;342;60;199;-7.826183514748794;0.125;0.078125;random_12
9;0.31068036941366917;0.002486662303246455;0.03670096369096367;0.17181874792246485;0.03870446543718069;0.06513362246299155;0.002488741709809929;0.37198642705967355;1677860992;63902450786;1073872896;11811299362;130;287;85;217;-7.8239506609104374;0.125;0.0625;random_12
10;0.39291997443258353;0.046678392075325884;0.08967364259959058;0.08593741867270752;0.0030779983045545484;0.012602836570425146;0.03494607953549779;0.33416365780931495;1677860992;63902464114;1073881088;11811299362;126;318;73;202;-7.827173892700434;0.109375;0.078125;random_12
11;0.299162776378207;0.0023435370518073407;0.05061484071292489;0.1970743608872093;0.1932657499957611;0.009595591530040902;0.031612117135623855;0.21633102630842568;1677860992;63902464114;1073881088;11811299362;112;330;108;169;-7.818675878940926;0.109375;0.078125;random_12
12;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;1677860992;63902464114;1073881088;11811299362;117;300;130;172;-7.813118630154189;0.125;0.0625;random_12
13;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;1677860992;63902464114;1073881088;11811299362;117;300;130;172;-7.869426464664743;0.125;;random_12
0;0.05579214832119081;0.12922472055354275;0.1327874324500045;0.12834878286636378;0.05003435679203865;0.21368941678985753;0.10028450329915845;0.18983863892784364;9126805634;61848565826;11811299362;29800669314;69;230;234;186;;;;random_13
1;0.08365946100027769;0.041121742231133386;0.09186568040930077;0.044696011818012756;0.21723168090227032;0.3311928691550277;0.0033295270512081624;0.18690302743276893;61811591298;1073881088;3296866336;3489800192;270;99;230;120;-7.766335895567557;0.109375;0.09375;random_13
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;61811591298;1073881088;3296866336;3489800192;292;97;214;116;-7.894067216183697;0.109375;0.078125;random_13
3;0.09498590198239189;0.007689443366208946;0.10897705822302128;0.08311941671988932;0.17371738825196714;0.37435627241092406;0.022322878163480872;0.1348316408821165;61811591298;1073881088;3296866336;3489800192;272;92;233;122;-7.904096972079165;0.125;0.0625;random_13
4;0.22837669674309316;0.012187574629471723;0.0690915665638123;0.04103872449577563;0.361056208047885;0.27383426886967105;0.011429030478758087;0.002985930171533131;61811591298;1073881088;12348166246;12616605826;254;103;238;124;-7.939337813290868;0.125;0.0625;random_13
5;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;61811591298;1073881088;29062332514;3489800192;245;89;264;121;-7.892382764508745;0.125;0.046875;random_13
6;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;61811591298;1073881088;29062332514;3489800192;246;89;263;121;-7.8885049875346285;0.140625;0.046875;random_13
7;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;61811591298;1073881088;29062332514;3489800192;246;89;263;121;-7.889027152165242;0.125;;random_13
0;0.13339007919825738;0.05672096348107715;0.15519052451155035;0.07561329411816448;0.16802560045992326;0.11084822274612922;0.16814615371747194;0.13206516176742628;536871040;29863588338;36507224096;29800669314;49;277;99;294;;;;random_14
1;0.42084311052572726;0.005085538596588938;0.13174995854488608;0.08435582893703138;0.17085156924632064;0.0799962587507562;0.04643190929614434;0.06068582610254509;536871040;29863588338;36507224096;29800669314;65;278;90;286;-7.724625580727824;0.125;0.046875;random_14
2;0.2733434987265134;0.009451244750347686;0.2398005343986876;0.2401717970099991;0.14574613539676542;0.02565288041491666;0.03355627799325328;0.03227763130951691;536871040;29863588338;36507224096;29800669314;58;273;88;300;-7.739008689925191;0.109375;0.046875;random_14
3;0.15824798434716636;0.03489239518016501;0.18066294666002936;0.32217078879756345;0.25528921738476545;0.0002821702142185076;0.03053941982347076;0.017915077592621034;536871040;29863588338;36507224096;29800669314;60;269;94;296;-7.769847741739678;0.109375;0.0625;random_14
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;63970443250;3221356576;9663815682;88;299;173;159;-7.77100064079696;0.140625;0.046875;random_14
5;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;63970443250;3221356576;9663815682;88;299;173;159;-7.880300202232294;0.140625;0.0625;random_14
6;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;63970443250;3221356576;9663815682;88;299;173;159;-7.880300202232294;0.109375;;random_14
0;0.17360262844264218;0.12000098837955407;0.22885577736986673;0.1541506122588734;0.10145731304982097;0.14515109909943447;0.004594236487028784;0.07218734491277927;2684354720;1073872896;63902464114;9663815682;103;93;388;135;;;;random_15
1;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;2684354720;1073881088;63902464114;9663815682;116;115;342;146;-7.817734412193047;0.109375;0.0625;random_15
2;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;2684354720;1073881088;63902464114;9663815682;116;115;342;146;-7.852278319742489;0.125;0.046875;random_15
3;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;2684354720;1073881088;63902464114;9663815682;116;115;342;146;-7.852278319742489;0.140625;;random_15
0;0.18380892781250868;0.08076490640063039;0.17207104938998458;0.11937999741662882;0.03771938903474669;0.08304930659236966;0.15869257578036833;0.16451384757276272;536871040;64003193200;37581096992;29800669314;46;253;138;282;;;;random_16
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;64003193200;3221356576;11811299362;91;262;168;198;-7.738427373676042;0.109375;0.0625;random_16
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;64003193200;3221356576;11811299362;91;262;168;198;-7.885947947612031;0.125;0.0625;random_16
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;64003193200;3221356576;11811299362;91;262;168;198;-7.885947947612031;0.109375;;random_16
0;0.11713884309092401;0.13322623112491394;0.1330023758781545;0.08799170246486591;0.18285880905543397;0.07496757683558479;0.08889860439149841;0.1819158571586243;536871040;34359740416;9663807490;63902464114;86;59;171;403;;;;random_17
1;0.289043844555905;0.04380639852119489;0.0646811295596687;0.15521353841383523;0.0133797138455192;0.015255197615012128;0.03296691581926518;0.38565326166959957;1677860992;34359740416;9663815682;29802770530;136;65;205;313;-7.783505056502641;0.125;0.0625;random_17
2;0.28285602862283515;0.2537776207989907;0.0451233842292053;0.02450298610495382;0.05022252087045374;0.006392669873997028;0.004814088301972496;0.3323107011975916;1677860992;35500730368;9663815682;29802770530;130;130;183;276;-7.805178051655749;0.140625;0.0625;random_17
3;0.204010366811844;0.2987667435432591;0.03065162719019198;0.08078032796635412;0.016787901371500866;0.042166449379253054;0.01703437799657975;0.3098022057410172;1677860992;35500730368;9663815682;29802770530;129;133;178;279;-7.8135615657898025;0.140625;0.0625;random_17
4;0.11087684162754623;0.27886963336158577;0.08188371305838223;0.086645741524473;0.12310991386830243;0.012388078847863998;0.0028737857519388807;0.30335229195990754;1677860992;35500730368;9663815682;29802770530;129;133;174;283;-7.80260535225525;0.109375;0.0625;random_17
5;0.11087684162754623;0.27886963336158577;0.08188371305838223;0.086645741524473;0.12310991386830243;0.012388078847863998;0.0028737857519388807;0.30335229195990754;1677860992;35500730368;9663815682;29802770530;129;133;174;283;-7.801024898836106;0.125;;random_17
0;0.15325556983544686;0.13380755430685523;0.019052894137867055;0.1747914693459351;0.13577558112524185;0.18987845264278944;0.02840976911574692;0.16502870949011755;536871040;35433613312;20414079264;27464196098;66;116;255;282;;;;random_18
1;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;35433613312;20405420064;27395489922;58;111;283;267;-7.794575329070625;0.125;0.0625;random_18
2;0.20642446111882667;0.03247375426306101;0.008323848523663028;0.2607266687233741;0.10171287090797551;0.31275183634833637;0.0006962130348169285;0.07689034707994648;34896611456;1073881088;20405420064;27395489922;93;100;264;262;-7.838441907920373;0.140625;0.0625;random_18
3;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;34896611456;1073881088;20405420064;27395489922;94;91;257;277;-7.853162403724451;0.125;0.046875;random_18
4;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;34896611456;1073881088;20405420064;27395489922;94;91;257;277;-7.855017498296647;0.125;;random_18
0;0.04510371616776132;0.1708629604548954;0.034369133485471236;0.23538452646850322;0.22409026733197202;0.1579672263071506;0.11302325176729594;0.01919891801695032;536871040;63631927394;20942299296;8589934594;32;340;229;118;;;;random_19
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;63970443250;20405420064;11811299362;84;243;225;167;-7.796422352462359;0.125;0.0625;random_19
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;63970443250;20405420064;11811299362;84;243;225;167;-7.899652811378823;0.140625;0.0625;random_19
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;63970443250;20405420064;11811299362;84;243;225;167;-7.899652811378823;0.140625;;random_19
0;0.0036622273199138377;0.15081527378556542;0.14095018761576092;0.15758826916774168;0.17726047968299713;0.14475431771759914;0.08358933159797828;0.14137991311244355;536871040;53221656704;37581096992;12417380386;50;182;156;331;;;;random_2
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;34896611456;18796912768;3221356576;29063848226;72;192;122;333;-7.735249420139583;0.125;0.078125;random_2
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;34896611456;18796912768;3221356576;29063848226;72;192;122;333;-7.849609776933144;0.125;0.0625;random_2
