iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;medoid_0;medoid_1;medoid_2;medoid_3;cluster_size_0;cluster_size_1;cluster_size_2;cluster_size_3;iem;optimization;clustering;repetition
0;0.11408519359808582;0.1486707537952537;0.1253000809216158;0.11326817393468144;0.088067694135561;0.13426592896451614;0.09096390915257357;0.18537826549771252;2415919136;64238008546;29330907490;1073872896;57;334;194;87;;;;random_0
1;0.3213706583755633;0.11903814318268968;0.017556143254973008;0.27872367736218245;0.15140872368796396;0.0725830103446137;0.006198745360259357;0.03312089843175478;2415919136;64238008546;28995354722;1073881088;70;262;221;119;-7.82967874559583;0.09375;0.03125;random_0
2;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;2415919136;64238008546;28995354722;1073881088;78;248;227;119;-7.868228516877907;0.078125;0.046875;random_0
3;0.2500791569798219;0.2354027773027801;0.014862273932091507;0.2486842722487812;0.05416282486031248;0.14072914265149306;0.02574566700541392;0.030333885019305878;2415919104;64238008546;29540626658;1073881088;60;202;292;118;-7.879603300198212;0.09375;0.046875;random_0
4;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;2415919104;64238008546;29540626658;1073881088;61;201;296;114;-7.870035798354139;0.09375;0.046875;random_0
5;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671816;0.1402530047885955;0.006348029328823759;0.033661377652713445;2415919104;64238008546;29540626658;1073881088;61;201;296;114;-7.87014013304223;0.109375;;random_0
0;0.2230943142573634;0.08876925228049985;0.18328959226317257;0.12244267836512651;0.13150607973995737;0.21428175474110944;0.016445318155662837;0.020171010197108017;536871040;1073872896;52617676800;29544099954;35;78;171;388;;;;random_1
1;0.22103738533750877;0.09897927894087459;0.1405391727087729;0.2020718870880258;0.05455944957114942;0.2717547839492319;0.003921606738696804;0.007136435665739789;536871040;1073872896;52617676800;29544099954;33;71;162;406;-7.804939590067061;0.09375;0.03125;random_1
2;0.22103738533750877;0.09897927894087459;0.1405391727087729;0.2020718870880258;0.05455944957114942;0.2717547839492319;0.003921606738696804;0.007136435665739789;536871040;1073872896;52617676800;29544099954;33;71;162;406;-7.812776399831194;0.09375;;random_1
0;0.10822950194210952;0.14099952599637086;0.021833392552064484;0.23569143729881853;0.19284980200941512;0.09032859058704758;0.17809393668812418;0.031973812926049804;536871040;3221233696;29272453184;27384742018;39;142;250;241;;;;random_10
1;0.37340059868882525;0.034454710893647704;0.021988553198505963;0.4433429767374552;0.03507017768372346;0.0141831083682436;0.0738558143111319;0.0037040601184669896;536871040;3489800192;29609828464;27382657282;61;201;181;229;-7.790677055181314;0.09375;0.046875;random_10
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;34896611456;3489800192;29609828464;27382657282;77;181;196;218;-7.872729996951555;0.09375;0.046875;random_10
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;34896611456;3489800192;29609828464;27382657282;77;181;195;219;-7.877766989863728;0.078125;0.03125;random_10
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;34896611456;3489800192;29609828464;27382657282;77;181;195;219;-7.877799114204812;0.078125;;random_10
0;0.009322162219970603;0.14911270249531897;0.0951737754178372;0.08797196308702855;0.18865973877286468;0.16527333083460805;0.22245139665832375;0.08203493051404832;536870928;10200678592;64238008546;18258211072;14;120;406;132;;;;random_100
1;0.22073333632032952;0.36137656208952884;0.026638424010833883;0.02397106200576905;0.019279256148064937;0.2580025660409765;0.07217670686013904;0.017822086524358325;536871040;10200678530;64238008546;1073881088;18;168;400;86;-7.707103631261402;0.09375;0.046875;random_100
2;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;9663807490;64238008546;1073881088;46;114;390;122;-7.821505178497618;0.09375;0.03125;random_100
3;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;9663807490;64238008546;1073881088;47;115;388;122;-7.835076950077706;0.09375;0.046875;random_100
4;0.2380546354771868;0.11173900989189237;0.026105787627590093;0.2538020055267487;0.04185444016434565;0.24887557479368702;0.006384928033296779;0.07318361848525257;536871040;9663807490;64238008546;1073881088;47;115;388;122;-7.835228333123059;0.078125;;random_100
0;0.2170897606207756;0.18623290023866013;0.08645073539751559;0.15036297556090727;0.06979676679074373;0.21149217191757047;0.027192932016326093;0.05138175745750107;9126805634;63969831266;29272182850;1073872896;87;300;177;108;;;;random_101
1;0.20351755227612883;0.11702777632732324;0.07684897614325388;0.15060676575082368;0.06044924340346322;0.37948267454670465;0.011261351265992668;0.0008056602863097856;10200678530;63969831266;3489800192;1073881088;150;293;115;114;-7.874083092048802;0.078125;0.03125;random_101
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;10200678530;63969831266;3489800192;1073881088;145;323;105;99;-7.8887659112848745;0.09375;0.03125;random_101
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602433;0.12669086097893295;10200678530;63969831266;3489800192;1073881088;145;323;105;99;-7.882164897050645;0.078125;;random_101
0;0.06455341222950547;0.14214192061329237;0.2628337715466683;0.18583326223849234;0.17199696508865392;0.00019255457112802617;0.15003354104561953;0.022414572666639838;536871040;1073881088;64238008546;2147483680;24;169;457;22;;;;random_102
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;1073881088;64238008546;2147483680;64;151;428;29;-7.817322805000323;0.078125;0.03125;random_102
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;1073881088;64238008546;2147483680;64;151;428;29;-7.889642655971534;0.09375;;random_102
0;0.053428457240253635;0.23921052464411083;0.055261531971979645;0.22021099481663264;0.20598647912553986;0.04082979655201607;0.15539855958670462;0.0296736560627626;536871040;3489800192;29827936480;63623538690;24;173;212;263;;;;random_103
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;3489800192;27462689088;46238153250;70;183;228;191;-7.815412028140447;0.09375;0.03125;random_103
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;3489800192;27462689088;46238153250;70;183;228;191;-7.877413248396125;0.09375;0.046875;random_103
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.43884178522662964;0.04310337257013177;0.00745609202988119;0.05762348469859703;0.17407544847972403;536871040;3489800192;27462689088;46238153250;70;183;228;191;-7.877413248396125;0.078125;;random_103
0;0.15725111321634438;0.13771573503098267;0.17540914936051838;0.10356502325718148;0.19764470317060676;0.010661221410606934;0.06327490338901065;0.15447815116474894;8589934594;63969831266;536871040;3489792000;65;395;70;142;;;;random_104
1;0.32099265802144133;0.03162669816932751;0.30834160605977956;0.09052979439517532;0.029151125372842316;0.010636633005586479;0.03584996498895649;0.17287151998689093;8589934594;63969831266;536871040;3489800192;56;394;78;144;-7.806192196759072;0.078125;0.046875;random_104
2;0.263065928740845;0.004778274654100804;0.0020607669127020115;0.3034812143846297;0.14761809339950893;0.019159745640798913;0.008437791720707808;0.25139818454670676;9663807490;63969831266;1610743936;3556909088;128;277;97;170;-7.817505616658556;0.078125;0.046875;random_104
